Tue Jun 27 21:52:45 2023    profiling_result.prof

         3524618 function calls (3519948 primitive calls) in 8.095 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\selector_events.py:763(_SelectorSocketTransport)
       13    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:1456(clear_stack)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:579(MateGivenType)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\contextlib.py:452(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:446(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:1867(_signature_get_user_defined_method)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\stockfish\models.py:632(set_depth)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:724(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1291(Manager)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\transports.py:251(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\tempfile.py:459(_TemporaryFileWrapper)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\functools.py:65(wraps)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:289(seek)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\copy.py:243(_keep_alive)
        1    0.000    0.000    0.000    0.000 chesstest7.py:35(chessAgent)
       20    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:1674(is_variant_loss)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:2126(BestMove)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\proactor_events.py:600(_ProactorSocketTransport)
       14    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:424(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:104(CalledProcessError)
       20    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:2699(kind)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:452(_ASN1Object)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\locks.py:158(Event)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\windows_events.py:48(_OverlappedFuture)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\random.py:219(__init_subclass__)
        9    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       14    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:801(value)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\socket.py:662(SocketIO)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\base_subprocess.py:255(WriteSubprocessPipeProto)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\signal.py:49(decorator)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\string.py:57(Template)
        2    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:653(_is_initvar)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\base_events.py:278(Server)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\traceback.py:243(FrameSummary)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:409(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1333(<genexpr>)
       20    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:1681(is_variant_win)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\events.py:98(TimerHandle)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\stockfish\models.py:586(BenchmarkParameters)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:277(isfunction)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:632(_is_wrapper)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:2328(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\streams.py:294(StreamWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\tempfile.py:132(_RandomNameSequence)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:645(_is_classvar)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:1997(_signature_is_functionlike)
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:593(pieces_mask)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\proactor_events.py:588(_ProactorDuplexPipeTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\_weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\locks.py:23(Lock)
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\contextlib.py:446(_create_cb_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:591(<listcomp>)
       13    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:2687(name)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\events.py:24(Handle)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\proactor_events.py:327(_ProactorBaseWritePipeTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 G:\VINUNI\COMP2050\Chess AI project\settings.py:1(<module>)
        5    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1342(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:2248(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:479(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:171(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\locks.py:220(Condition)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\windows_events.py:170(_WaitCancelFuture)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\windows_events.py:309(ProactorEventLoop)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\proactor_events.py:181(_ProactorReadPipeTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\proactor_events.py:459(_ProactorDatagramTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\polyglot.py:300(Entry)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\functools.py:479(lru_cache)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:714(__hash__)
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:2018(overload)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:271(LogRecord)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\locks.py:333(Semaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\queues.py:219(PriorityQueue)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:1014(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1255(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:193(Handle)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\streams.py:117(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:395(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:1040(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:1306(_BoardState)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\concurrent\futures\_base.py:571(Executor)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:659(_is_kw_only)
        7    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:1098(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\concurrent\futures\_base.py:113(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:2203(NullHandler)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:201(Detach)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\events.py:589(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\windows_events.py:246(PipeServer)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\polyglot.py:235(__init__)
        3    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:442(__iter__)
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:810(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\concurrent\futures\_base.py:76(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:419(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:702(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1057(StreamHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1140(FileHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1225(_StderrHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1311(disable)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:1348(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\tasks.py:655(_GatheringFuture)
        3    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:345(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:191(isclass)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\concurrent\futures\_base.py:61(_Waiter)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:170(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\mixins.py:12(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\windows_events.py:194(_WaitHandleFuture)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\polyglot.py:310(_EmptyMmap)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\abc.py:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\os.py:741(check_str)
        5    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:260(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:209(ismethoddescriptor)
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:2691(default)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\concurrent\futures\_base.py:98(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:781(Filterer)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\locks.py:424(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:1043(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:1049(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:186(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\concurrent\futures\_base.py:143(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:744(Filter)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\traceback.py:87(_Sentinel)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:493(BoundedSemaphore)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\protocols.py:162(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\queues.py:235(LifoQueue)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\windows_utils.py:125(Popen)
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:564(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1249(PlaceHolder)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\proactor_events.py:437(_ProactorWritePipeTransport)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        4    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\contextlib.py:530(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:396(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:404(isbuiltin)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\transports.py:148(Transport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\windows_events.py:898(_WindowsSubprocessTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\windows_events.py:916(WindowsSelectorEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\stockfish\models.py:17(StockfishException)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:1049(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:2280(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:2448(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:224(EngineTerminatedError)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:228(AnalysisComplete)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\concurrent\futures\_base.py:653(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\exceptions.py:9(CancelledError)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\shutil.py:59(Error)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:3010(return_annotation)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:220(EngineError)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\concurrent\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\concurrent\futures\_base.py:45(Error)
